Id,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,SalePrice
1141,TA,TA,Mn,ALQ,852,Unf,0,100,952,1,0,1,0,2,1,TA,4,Detchd,1988.0,Unf,2,840,TA,TA,139000
1142,TA,TA,No,ALQ,381,Unf,0,399,780,1,0,2,1,4,1,Gd,9,Attchd,1976.0,Unf,2,484,TA,TA,197500
1143,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466,1,0,3,0,4,1,Gd,11,BuiltIn,2006.0,RFn,3,1052,TA,TA,424870
1144,TA,TA,No,GLQ,288,Unf,0,718,1006,0,0,1,0,3,1,TA,5,,,,0,0,,,80000
1145,Gd,TA,No,BLQ,348,Unf,0,324,672,1,0,1,0,2,1,Fa,5,Detchd,1941.0,Unf,1,280,TA,TA,80000
1146,TA,TA,No,Unf,0,Unf,0,1042,1042,0,0,1,0,3,1,TA,8,Detchd,1928.0,Unf,1,225,TA,TA,149000
1147,Gd,TA,No,GLQ,1258,Unf,0,40,1298,1,0,2,0,3,1,Gd,5,Attchd,1985.0,Unf,2,403,TA,TA,180000
1148,TA,TA,No,Rec,275,Unf,0,429,704,0,0,1,1,3,1,Fa,7,Attchd,1941.0,Unf,1,234,TA,TA,174500
1149,TA,TA,No,Unf,0,Unf,0,572,572,0,0,1,0,2,1,TA,5,Detchd,1982.0,Unf,1,288,TA,TA,116900
1150,TA,TA,No,ALQ,624,Unf,0,26,650,0,1,1,0,3,1,TA,7,Detchd,1930.0,Unf,2,324,TA,TA,143000
1151,TA,TA,No,Unf,0,Unf,0,932,932,0,0,1,0,2,1,Gd,4,Attchd,1950.0,Unf,1,306,TA,TA,124000
1152,TA,TA,No,BLQ,176,Unf,0,1290,1466,0,0,1,1,3,1,Fa,6,Attchd,1959.0,Fin,2,528,TA,TA,149900
1153,TA,TA,No,ALQ,296,GLQ,547,230,1073,0,0,1,0,2,1,Ex,6,Attchd,1956.0,Fin,2,470,TA,TA,230000
1154,TA,TA,Av,ALQ,538,Unf,0,278,816,0,0,1,0,2,1,TA,5,Detchd,2002.0,Unf,1,432,TA,TA,120500
1155,TA,TA,Gd,ALQ,454,Unf,0,410,864,0,0,1,2,4,1,Gd,8,Attchd,1965.0,Unf,2,492,TA,TA,201800
1156,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,1,0,2,0,3,1,Gd,6,Attchd,1976.0,RFn,2,528,TA,TA,218000
1157,TA,TA,Gd,ALQ,633,Unf,0,586,1219,0,1,2,0,3,1,Gd,6,Attchd,1965.0,RFn,2,502,TA,TA,179900
1158,Gd,TA,No,GLQ,904,Unf,0,410,1314,1,0,2,0,2,1,Gd,6,Attchd,2008.0,RFn,2,626,TA,TA,230000
1159,Gd,TA,No,Unf,0,Unf,0,1580,1580,0,0,2,0,3,1,Gd,7,Attchd,2008.0,RFn,3,830,TA,TA,235128
1160,TA,TA,No,ALQ,442,Unf,0,459,901,0,0,2,1,4,1,Gd,8,Attchd,1974.0,RFn,2,540,Gd,TA,185000
1161,Gd,TA,No,ALQ,311,Unf,0,544,855,0,0,2,1,3,1,TA,7,Attchd,1978.0,Unf,2,440,TA,TA,146000
1162,TA,TA,No,BLQ,728,Unf,0,568,1296,1,0,1,0,3,1,Gd,7,Detchd,1993.0,Unf,2,924,TA,TA,224000
1163,Gd,TA,No,BLQ,492,Unf,0,402,894,0,0,1,0,3,1,TA,5,Attchd,1968.0,Fin,2,450,TA,TA,129000
1164,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,2,0,0,2,0,2,TA,6,CarPort,1969.0,Unf,2,400,Fa,TA,108959
1165,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,1,0,1,1,2,1,Gd,5,Attchd,1978.0,Unf,2,588,TA,TA,194000
1166,Gd,TA,No,Unf,0,Unf,0,1502,1502,0,0,2,0,3,1,Gd,7,Attchd,2009.0,RFn,2,644,TA,TA,233170
1167,Gd,TA,Av,Unf,0,Unf,0,1694,1694,0,0,2,0,3,1,Gd,7,Attchd,2008.0,RFn,3,776,TA,TA,245350
1168,Gd,TA,No,GLQ,786,Unf,0,173,959,1,0,2,1,3,1,TA,7,Attchd,2000.0,Fin,2,472,TA,TA,173000
1169,TA,TA,No,Rec,626,Unf,0,501,1127,0,0,2,0,4,1,Gd,7,Basment,1935.0,Unf,2,540,TA,TA,235000
1170,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,1,0,3,1,4,1,Gd,10,Attchd,1995.0,Fin,3,807,TA,TA,625000
1171,TA,TA,Av,ALQ,522,Unf,0,574,1096,1,0,1,0,3,1,TA,6,Attchd,1977.0,Fin,1,358,TA,TA,171000
1172,TA,TA,No,ALQ,662,Unf,0,599,1261,1,0,1,0,3,1,TA,6,Attchd,1958.0,RFn,2,433,TA,TA,163000
1173,Gd,TA,No,Unf,0,Unf,0,625,625,0,0,2,1,2,1,Gd,5,Detchd,2006.0,Fin,2,625,TA,TA,171900
1174,TA,TA,No,Rec,152,BLQ,469,977,1598,0,0,3,0,3,1,Ex,12,,,,0,0,,,200500
1175,Gd,TA,No,Rec,503,Unf,0,449,952,0,0,2,1,4,1,TA,9,Detchd,1932.0,Unf,2,360,TA,TA,239000
1176,Gd,TA,No,GLQ,700,Unf,0,983,1683,0,0,2,1,4,1,Gd,9,Attchd,1992.0,Fin,2,541,TA,TA,285000
1177,TA,TA,No,ALQ,658,Unf,0,218,876,1,0,1,0,3,1,TA,5,Attchd,1984.0,Unf,1,264,TA,TA,119500
1178,TA,TA,No,Rec,468,Unf,0,350,818,0,0,1,0,3,1,TA,5,Detchd,1926.0,Unf,1,210,TA,TA,115000
1179,TA,TA,No,Unf,0,Unf,0,731,731,0,0,1,1,3,1,TA,7,Detchd,1921.0,Unf,1,186,Fa,TA,154900
1180,,,,,0,,0,0,0,0,0,1,0,3,1,TA,5,,,,0,0,,,93000
1181,Gd,TA,No,LwQ,1216,Unf,0,0,1216,0,0,2,1,4,1,TA,8,Attchd,1990.0,Fin,2,693,TA,TA,250000
1182,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,1,1,2,0,2,1,Gd,5,Attchd,2008.0,Fin,2,482,TA,TA,392500
1183,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,1,0,3,1,4,1,Ex,10,Attchd,1996.0,Fin,3,813,TA,TA,745000
1184,TA,TA,No,Rec,821,Unf,0,299,1120,1,0,1,0,2,1,TA,5,Detchd,1970.0,Unf,2,720,TA,TA,120000
1185,TA,TA,Gd,Rec,1159,Unf,0,413,1572,1,0,1,1,3,1,TA,5,2Types,1963.0,RFn,3,995,TA,TA,186700
1186,TA,TA,No,BLQ,392,Unf,0,392,784,1,0,1,0,4,1,TA,7,Attchd,1965.0,Unf,1,392,TA,TA,104900
1187,Fa,TA,Mn,BLQ,440,Unf,0,538,978,1,0,2,0,3,2,TA,7,CarPort,1920.0,Unf,2,420,Fa,Fa,95000
1188,Gd,TA,No,GLQ,1456,Unf,0,168,1624,1,0,2,0,2,1,Gd,5,Attchd,1994.0,RFn,3,757,TA,TA,262000
1189,Gd,TA,No,Unf,0,Unf,0,831,831,0,0,2,1,3,1,Gd,7,Attchd,2002.0,RFn,2,493,TA,TA,195000
1190,TA,TA,No,Unf,0,Unf,0,994,994,0,0,2,1,3,1,Gd,7,Attchd,1999.0,Fin,2,442,TA,TA,189000
1191,TA,TA,Av,BLQ,1159,Unf,0,90,1249,1,0,1,0,3,1,TA,7,2Types,1975.0,Fin,4,1356,TA,TA,168000
1192,Gd,TA,No,Unf,0,Unf,0,776,776,0,0,2,1,2,1,Gd,5,Detchd,1999.0,Unf,2,492,TA,TA,174000
1193,TA,TA,Mn,Unf,0,Unf,0,702,702,0,0,1,0,3,1,Gd,6,Detchd,1925.0,Unf,1,250,TA,Fa,125000
1194,Ex,TA,No,GLQ,883,Unf,0,341,1224,1,0,2,0,2,1,TA,5,Attchd,1999.0,Fin,2,402,TA,TA,165000
1195,TA,TA,No,ALQ,371,Unf,0,292,663,0,0,1,1,4,1,TA,7,Attchd,1969.0,Fin,1,299,TA,TA,158000
1196,Gd,TA,No,Unf,0,Unf,0,728,728,0,0,2,1,3,1,Gd,8,Attchd,2005.0,Fin,2,400,TA,TA,176000
1197,Gd,TA,Av,Unf,0,Unf,0,879,879,0,0,2,1,4,1,Gd,9,BuiltIn,2006.0,Fin,3,660,TA,TA,219210
1198,TA,TA,No,Unf,0,Unf,0,815,815,0,0,1,0,3,1,TA,7,Detchd,1916.0,Unf,1,225,TA,TA,144000
1199,Gd,TA,No,Unf,0,Unf,0,1212,1212,0,0,2,0,3,1,Gd,6,Attchd,2001.0,RFn,2,573,TA,TA,178000
1200,TA,TA,No,Rec,547,Unf,0,504,1051,0,0,1,1,3,1,TA,6,Attchd,1974.0,Unf,2,459,TA,TA,148000
1201,TA,TA,No,Unf,0,Unf,0,864,864,0,0,1,0,3,1,TA,5,Attchd,1972.0,Unf,1,280,TA,TA,116050
1202,Gd,TA,Av,Unf,0,Unf,0,866,866,0,0,2,1,3,1,Gd,6,Attchd,1998.0,RFn,2,546,TA,TA,197900
1203,TA,TA,No,Unf,0,Unf,0,884,884,1,0,1,0,3,1,TA,5,Detchd,1960.0,Unf,1,216,TA,TA,117000
1204,Gd,TA,No,Unf,0,Unf,0,1630,1630,0,0,2,0,3,1,Gd,6,Attchd,2000.0,Unf,2,451,TA,TA,213000
1205,Gd,TA,No,ALQ,788,Unf,0,268,1056,1,0,1,1,3,1,TA,6,Attchd,1975.0,RFn,2,495,TA,TA,153500
1206,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,0,0,2,0,3,1,Gd,7,Attchd,1990.0,RFn,3,701,TA,TA,271900
1207,TA,TA,No,Rec,1056,Unf,0,0,1056,1,0,1,0,2,1,TA,5,Detchd,1966.0,Unf,1,384,TA,TA,107000
1208,Gd,TA,Av,GLQ,340,Unf,0,1342,1682,1,0,2,0,3,1,Gd,7,Attchd,2003.0,RFn,2,544,TA,TA,200000
1209,TA,TA,No,Rec,504,BLQ,108,319,931,1,0,1,0,3,1,TA,6,Detchd,1980.0,Unf,2,506,TA,TA,140000
1210,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,1,0,2,0,3,1,Gd,8,Attchd,2006.0,RFn,2,500,TA,TA,290000
1211,Gd,TA,No,Unf,0,Unf,0,1055,1055,0,0,2,1,3,1,Gd,8,Attchd,1992.0,RFn,2,462,TA,TA,189000
1212,Gd,TA,Av,GLQ,427,Unf,0,132,559,0,0,2,0,4,1,TA,8,Basment,1988.0,RFn,2,492,TA,TA,164000
1213,TA,TA,No,Rec,344,Unf,0,328,672,1,0,1,0,2,1,TA,4,Attchd,1941.0,Unf,1,234,TA,TA,113000
1214,TA,Gd,Av,GLQ,648,Unf,0,0,648,1,1,0,0,0,1,TA,3,Attchd,1965.0,Unf,1,364,TA,TA,145000
1215,TA,TA,Av,BLQ,784,Unf,0,141,925,1,0,1,0,3,1,TA,6,Attchd,1962.0,Unf,1,300,TA,TA,134500
1216,TA,TA,No,Rec,180,LwQ,374,340,894,0,0,1,0,3,1,TA,5,Detchd,1966.0,RFn,1,384,TA,TA,125000
1217,,,,,0,,0,0,0,0,0,2,0,4,2,TA,8,Attchd,1978.0,Unf,2,539,TA,TA,112000
1218,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,1,0,2,0,3,1,Gd,6,Attchd,2009.0,RFn,2,552,TA,TA,229456
1219,,,,,0,,0,0,0,0,0,1,0,2,1,TA,3,,,,0,0,,,80500
1220,TA,TA,No,Unf,0,Unf,0,672,672,0,0,1,1,3,1,TA,7,,,,0,0,,,91500
1221,TA,TA,No,Rec,312,LwQ,600,0,912,0,0,1,0,2,1,TA,5,Attchd,1964.0,Unf,1,288,TA,TA,115000
1222,TA,TA,No,BLQ,250,LwQ,492,210,952,0,0,1,0,3,1,TA,5,Attchd,1968.0,Unf,1,322,TA,TA,134000
1223,TA,TA,Mn,Rec,196,Unf,0,844,1040,0,0,2,0,3,1,TA,7,Attchd,1949.0,Unf,1,315,TA,TA,143000
1224,TA,Fa,No,LwQ,756,Unf,0,1380,2136,0,0,2,0,4,1,TA,7,Detchd,1951.0,Unf,2,528,TA,TA,137900
1225,Gd,TA,Av,GLQ,724,Unf,0,64,788,1,0,2,1,3,1,Gd,8,Attchd,2004.0,Fin,2,388,TA,TA,184000
1226,TA,TA,Av,GLQ,507,Unf,0,81,588,0,1,1,0,3,1,TA,6,Attchd,1958.0,RFn,1,264,TA,TA,145000
1227,Gd,TA,Mn,Unf,0,Unf,0,894,894,0,0,2,1,4,1,Gd,9,BuiltIn,2007.0,Fin,3,668,TA,TA,214000
1228,TA,TA,No,ALQ,595,Unf,0,317,912,1,0,1,0,2,1,Gd,5,Detchd,1992.0,Unf,2,576,TA,TA,147000
1229,Ex,TA,No,GLQ,1540,Unf,0,162,1702,1,0,1,1,1,1,Ex,7,Attchd,2008.0,Fin,3,1052,TA,TA,367294
1230,TA,TA,No,ALQ,666,Unf,0,409,1075,0,0,2,0,4,1,TA,7,Basment,1960.0,Unf,1,404,TA,TA,127000
1231,Gd,TA,No,GLQ,498,Rec,211,652,1361,0,0,2,2,4,2,TA,12,BuiltIn,1977.0,RFn,2,600,TA,TA,190000
1232,TA,TA,Av,ALQ,803,Unf,0,303,1106,1,0,1,0,3,1,TA,6,Attchd,1962.0,Unf,2,540,TA,TA,132500
1233,,,,,0,,0,0,0,0,0,2,0,2,2,TA,6,CarPort,1962.0,Unf,2,462,TA,TA,101800
1234,TA,TA,No,Rec,1000,Unf,0,188,1188,1,0,1,0,3,1,TA,6,Attchd,1959.0,RFn,2,531,TA,TA,142000
1235,TA,TA,Av,Unf,0,Unf,0,940,940,0,0,1,1,4,1,TA,7,,,,0,0,,,130000
1236,Gd,TA,Mn,Unf,0,Unf,0,747,747,0,0,1,1,4,1,TA,9,Detchd,1914.0,Unf,1,180,Fa,Fa,138887
1237,Gd,TA,No,Unf,0,Unf,0,764,764,0,0,2,1,2,1,Gd,6,BuiltIn,2003.0,RFn,2,474,TA,TA,175500
1238,Gd,TA,No,Unf,0,Unf,0,847,847,0,0,2,1,4,1,Gd,8,BuiltIn,2004.0,Fin,2,434,TA,TA,195000
1239,Gd,TA,No,Unf,0,Unf,0,1141,1141,0,0,1,1,3,1,TA,6,Detchd,2005.0,Unf,2,484,TA,TA,142500
1240,Gd,TA,Av,GLQ,428,Unf,0,1048,1476,0,0,2,0,2,1,Ex,6,Attchd,2006.0,RFn,2,472,TA,TA,265900
1241,Gd,TA,No,GLQ,550,Unf,0,334,884,1,0,2,1,3,1,Gd,8,Attchd,2003.0,RFn,2,543,TA,TA,224900
1242,Gd,TA,Av,Unf,0,Unf,0,1689,1689,0,0,2,0,3,1,Gd,7,Attchd,2007.0,RFn,3,954,TA,TA,248328
1243,Gd,TA,Gd,GLQ,885,LwQ,168,0,1053,1,0,2,0,3,1,Gd,6,Attchd,1974.0,RFn,2,528,TA,TA,170000
1244,Ex,Gd,Gd,GLQ,1386,Unf,0,690,2076,1,0,2,1,2,1,Ex,7,Attchd,2006.0,Fin,3,850,TA,TA,465000
1245,Gd,TA,No,Unf,0,Unf,0,792,792,0,0,1,0,3,1,Gd,7,Detchd,1931.0,Unf,2,400,TA,TA,230000
1246,Gd,TA,No,Unf,0,Unf,0,585,585,0,0,3,1,3,1,TA,7,BuiltIn,1984.0,Fin,2,477,TA,TA,178000
1247,Gd,TA,No,Unf,0,Unf,0,756,756,0,0,2,1,3,1,Gd,6,Attchd,2005.0,RFn,2,615,TA,TA,186500
1248,TA,TA,Av,GLQ,539,Unf,0,473,1012,1,0,1,0,3,1,TA,6,Attchd,1976.0,Unf,3,888,TA,TA,169900
1249,Gd,TA,No,Rec,319,Unf,0,416,735,0,0,1,1,3,1,TA,8,Detchd,1950.0,Unf,2,396,Fa,Fa,129500
1250,TA,TA,No,BLQ,534,Rec,96,246,876,0,0,1,0,3,1,TA,6,Attchd,1950.0,Unf,1,276,TA,TA,119000
1251,TA,TA,No,ALQ,1065,Unf,0,1045,2110,1,0,2,1,3,1,Ex,8,Attchd,1968.0,Fin,2,522,TA,TA,244000
1252,Gd,TA,No,Unf,0,Unf,0,1405,1405,0,0,2,0,2,1,Gd,6,Attchd,2003.0,RFn,2,478,TA,TA,171750
1253,TA,TA,No,BLQ,510,Unf,0,354,864,1,0,1,0,3,1,TA,5,Attchd,1968.0,RFn,1,288,TA,TA,130000
1254,TA,TA,Gd,LwQ,125,ALQ,1031,36,1192,1,0,2,1,3,1,Gd,9,Attchd,1974.0,RFn,2,518,TA,TA,294000
1255,Gd,TA,No,Unf,0,Unf,0,746,746,0,0,2,1,3,1,Gd,7,BuiltIn,2003.0,Fin,2,397,TA,TA,165400
1256,TA,Fa,No,LwQ,425,Unf,0,459,884,0,0,1,0,3,1,TA,6,Detchd,1978.0,Unf,1,560,TA,TA,127500
1257,Gd,TA,Gd,GLQ,1314,Unf,0,672,1986,1,0,2,0,2,1,Gd,7,Attchd,1994.0,Fin,2,691,TA,TA,301500
1258,Fa,TA,No,Unf,0,Unf,0,864,864,0,0,1,0,2,1,TA,4,,,,0,0,,,99900
1259,Gd,TA,Gd,GLQ,655,Unf,0,201,856,1,0,2,0,2,1,Gd,5,Attchd,2005.0,Fin,2,400,TA,TA,190000
1260,Gd,TA,No,ALQ,602,LwQ,438,14,1054,1,0,1,1,3,1,TA,6,Attchd,1969.0,Unf,2,460,TA,TA,151000
1261,Gd,TA,No,Unf,0,Unf,0,841,841,0,0,2,1,3,1,TA,7,BuiltIn,1999.0,Fin,2,502,TA,TA,181000
1262,TA,TA,No,Rec,504,Unf,0,546,1050,0,0,1,0,2,1,TA,5,Attchd,1956.0,Unf,1,338,TA,TA,128900
1263,TA,TA,Av,Unf,0,Unf,0,1104,1104,1,0,1,0,5,1,TA,8,Attchd,1957.0,Unf,1,304,TA,TA,161500
1264,TA,TA,No,Unf,0,Unf,0,764,764,0,0,1,0,3,1,TA,8,Detchd,1940.0,Unf,2,520,TA,TA,180500
1265,Gd,TA,No,GLQ,266,Unf,0,1139,1405,1,0,2,0,2,1,Gd,5,Attchd,1998.0,Fin,2,511,TA,TA,181000
1266,Gd,TA,No,GLQ,450,Unf,0,241,691,1,0,2,1,3,1,Gd,6,Detchd,1999.0,Unf,2,506,TA,TA,183900
1267,TA,TA,No,Unf,0,Unf,0,925,925,0,0,1,1,4,2,TA,9,Detchd,1960.0,Unf,1,308,TA,TA,122000
1268,Ex,TA,Gd,Unf,0,Unf,0,2002,2002,0,0,2,0,3,1,Ex,10,Attchd,2009.0,Fin,3,746,TA,TA,378500
1269,TA,TA,Mn,Rec,192,Unf,0,536,728,0,0,3,1,4,1,Gd,11,BuiltIn,1982.0,Unf,3,1014,TA,TA,381000
1270,TA,TA,No,BLQ,460,Unf,0,414,874,0,0,1,1,3,1,TA,7,Attchd,1958.0,Unf,1,315,TA,TA,144000
1271,Gd,TA,Gd,GLQ,1258,Unf,0,74,1332,2,0,0,1,0,1,Gd,4,Attchd,1979.0,Fin,2,586,TA,TA,260000
1272,TA,TA,No,Unf,0,Unf,0,1489,1489,0,0,2,0,3,1,Gd,7,Attchd,1968.0,RFn,2,462,TA,TA,185750
1273,TA,TA,No,BLQ,560,LwQ,375,0,935,1,0,1,0,3,1,TA,5,Attchd,1965.0,Unf,1,288,TA,TA,137000
1274,TA,TA,Av,ALQ,719,Unf,0,300,1019,1,0,1,0,2,1,Ex,5,Basment,1959.0,RFn,1,312,TA,TA,177000
1275,TA,TA,No,Unf,0,Unf,0,661,661,0,0,2,0,3,1,TA,8,Detchd,1985.0,Unf,2,552,TA,TA,139000
1276,TA,TA,No,Rec,220,Unf,0,708,928,0,0,2,0,4,2,TA,10,Detchd,1948.0,Unf,2,400,TA,Fa,137000
1277,TA,Gd,No,BLQ,593,Unf,0,130,723,0,1,1,1,3,1,TA,6,Attchd,1972.0,Unf,2,497,TA,TA,162000
1278,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,1,0,1,1,3,1,TA,7,Attchd,1967.0,RFn,2,480,TA,TA,197900
1279,Gd,TA,No,GLQ,804,Unf,0,324,1128,1,0,2,1,3,1,Gd,7,Attchd,2002.0,RFn,2,577,TA,TA,237000
1280,TA,TA,No,Unf,0,Unf,0,698,698,0,0,1,0,2,1,TA,6,Detchd,1980.0,RFn,2,528,TA,TA,68400
1281,Gd,TA,No,GLQ,788,Unf,0,785,1573,1,0,2,0,3,1,Gd,6,Attchd,2002.0,RFn,2,544,TA,TA,227000
1282,Gd,TA,No,ALQ,1053,Unf,0,256,1309,1,0,2,0,2,1,TA,6,Attchd,1990.0,Fin,2,484,Gd,Gd,180000
1283,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,0,0,2,0,3,1,Gd,5,Detchd,1977.0,Unf,2,484,TA,TA,150500
1284,TA,TA,Av,Unf,0,Unf,0,912,912,0,0,2,2,4,2,TA,8,,,,0,0,,,139000
1285,TA,TA,No,Unf,0,Unf,0,804,804,0,0,2,0,4,1,Gd,10,Detchd,1969.0,Unf,1,336,TA,TA,169000
1286,TA,TA,No,Unf,0,Unf,0,780,780,0,0,1,0,4,1,TA,6,Detchd,1939.0,Unf,1,280,TA,TA,132500
1287,TA,TA,No,ALQ,569,Rec,81,678,1328,1,0,1,1,3,1,TA,6,Attchd,1963.0,Unf,2,528,TA,TA,143000
1288,TA,TA,Av,Rec,812,Unf,0,812,1624,0,1,2,0,4,1,TA,7,Attchd,1964.0,Unf,2,390,TA,TA,190000
1289,Gd,TA,No,GLQ,1158,Unf,0,343,1501,1,0,2,0,2,1,Ex,5,Attchd,2000.0,Fin,2,499,TA,TA,278000
1290,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,0,0,2,1,3,1,Ex,8,BuiltIn,2006.0,Fin,3,753,TA,TA,281000
1291,TA,TA,Av,GLQ,1014,Unf,0,138,1152,1,0,1,0,3,1,TA,6,Attchd,1964.0,RFn,2,484,TA,TA,180500
1292,TA,TA,No,ALQ,231,Unf,0,399,630,0,0,2,1,3,1,TA,6,Detchd,1972.0,Unf,1,264,TA,TA,119500
1293,TA,TA,No,Unf,0,Unf,0,994,994,0,0,2,0,4,2,TA,11,Attchd,1985.0,RFn,1,432,TA,TA,107500
1294,Gd,TA,No,GLQ,194,Unf,0,638,832,0,0,2,1,4,1,TA,8,Attchd,1976.0,RFn,2,528,TA,TA,162900
1295,TA,TA,No,Rec,167,Unf,0,697,864,1,0,1,0,2,1,TA,5,Detchd,1957.0,Unf,2,572,TA,TA,115000
1296,TA,TA,Av,BLQ,1016,Unf,0,36,1052,1,0,1,1,3,1,TA,5,Attchd,1968.0,RFn,1,288,TA,TA,138500
1297,TA,TA,Mn,ALQ,776,Unf,0,344,1120,1,0,2,0,3,1,TA,6,Attchd,1963.0,RFn,2,525,TA,TA,155000
1298,Gd,TA,Gd,GLQ,547,Unf,0,0,547,1,0,2,0,2,1,TA,5,Basment,2005.0,Fin,2,525,TA,TA,140000
1299,Ex,TA,Gd,GLQ,5644,Unf,0,466,6110,2,0,2,1,3,1,Ex,12,Attchd,2008.0,Fin,2,1418,TA,TA,160000
1300,TA,TA,No,LwQ,340,Rec,906,0,1246,1,0,1,1,3,1,Gd,6,Attchd,1959.0,RFn,1,305,TA,TA,154000
1301,Gd,TA,No,GLQ,694,Unf,0,284,978,0,0,2,1,3,1,Gd,9,Attchd,1999.0,Fin,2,490,TA,TA,225000
1302,TA,TA,No,BLQ,547,Unf,0,224,771,0,0,1,0,3,1,Gd,7,Attchd,1942.0,Unf,1,213,TA,TA,177500
1303,Gd,TA,No,GLQ,740,Unf,0,425,1165,1,0,2,1,4,1,Gd,8,Attchd,1994.0,RFn,3,844,TA,TA,290000
1304,Gd,TA,Av,Unf,0,Unf,0,1616,1616,0,0,2,0,3,1,Gd,7,Attchd,2005.0,RFn,3,834,TA,TA,232000
1305,Gd,TA,No,Unf,0,Unf,0,976,976,0,0,2,0,3,1,Gd,7,Detchd,2004.0,Unf,2,380,TA,TA,130000
1306,Ex,TA,No,GLQ,1572,Unf,0,80,1652,1,0,2,0,2,1,Ex,6,Attchd,2006.0,Fin,2,840,TA,TA,325000
1307,Gd,TA,No,Unf,0,Unf,0,1368,1368,0,0,2,0,2,1,Gd,6,Attchd,2005.0,RFn,2,474,TA,TA,202500
1308,Gd,Gd,No,ALQ,746,Unf,0,244,990,1,0,1,0,3,1,TA,5,Detchd,2000.0,Unf,2,480,TA,TA,138000
1309,TA,TA,No,GLQ,144,ALQ,608,172,924,1,0,1,0,2,1,Gd,6,Attchd,1948.0,Unf,2,528,TA,TA,147000
1310,Gd,TA,No,GLQ,1200,Unf,0,78,1278,1,0,2,0,3,1,Gd,6,Attchd,1991.0,RFn,2,496,TA,TA,179200
1311,Gd,TA,Av,GLQ,1406,Unf,0,496,1902,1,0,2,0,3,1,Ex,7,Attchd,1959.0,Fin,2,567,TA,TA,335000
1312,Gd,TA,No,GLQ,925,Unf,0,349,1274,1,0,2,0,3,1,Gd,6,Attchd,2005.0,RFn,2,508,TA,TA,203000
1313,Ex,TA,No,GLQ,482,Unf,0,971,1453,0,0,2,1,4,1,Gd,9,Attchd,1990.0,RFn,2,750,Gd,Gd,302000
1314,Gd,TA,No,Unf,0,Unf,0,1393,1393,0,0,2,1,4,1,Gd,10,BuiltIn,1999.0,Fin,3,779,TA,TA,333168
1315,TA,TA,No,Rec,732,Unf,0,216,948,1,0,1,0,3,1,TA,5,Detchd,1956.0,Unf,1,280,TA,TA,119000
1316,Fa,TA,Mn,ALQ,500,LwQ,276,176,952,0,0,2,1,4,1,TA,9,Attchd,1969.0,Unf,2,576,TA,TA,206900
1317,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,1,0,2,0,3,1,Ex,8,Attchd,2008.0,RFn,3,860,TA,TA,295493
1318,Ex,Gd,No,Unf,0,Unf,0,1352,1352,0,0,2,0,2,1,Gd,5,Attchd,2006.0,RFn,2,466,TA,TA,208900
1319,Gd,TA,Gd,Unf,0,Unf,0,1753,1753,0,0,2,0,3,1,Gd,7,Attchd,2001.0,RFn,3,748,TA,TA,275000
1320,TA,TA,No,ALQ,492,Unf,0,372,864,0,0,1,0,3,1,TA,5,Attchd,1954.0,Unf,1,248,TA,TA,111000
1321,TA,TA,No,ALQ,189,Rec,661,628,1478,1,0,1,1,3,1,TA,6,Attchd,1957.0,RFn,2,442,TA,TA,156500
1322,,,,,0,,0,0,0,0,0,1,0,2,1,TA,4,Detchd,1955.0,Unf,1,287,TA,Fa,72500
1323,Gd,TA,No,GLQ,674,Unf,0,76,750,1,0,2,1,3,1,Gd,8,Attchd,1992.0,RFn,2,564,TA,TA,190000
1324,TA,TA,No,LwQ,280,Unf,0,140,420,0,0,1,0,2,1,Fa,5,,,,0,0,,,82500
1325,Ex,TA,Av,Unf,0,Unf,0,1795,1795,0,0,2,0,2,1,Gd,7,Attchd,2007.0,RFn,3,895,TA,TA,147000
1326,TA,Fa,No,Unf,0,Unf,0,796,796,0,0,1,0,2,1,TA,5,,,,0,0,,,55000
1327,TA,TA,No,Rec,544,Unf,0,0,544,0,0,1,0,3,1,Gd,6,,,,0,0,,,79000
1328,TA,TA,No,ALQ,641,Unf,0,175,816,0,1,1,0,3,1,Gd,5,Attchd,1982.0,Unf,1,264,TA,TA,130500
